Entity_VI,Entity_EN
liệu pháp trị liệu,therapy
cấu trúc nhân tạo,artificial structure
nhà hàng hoa,flower restaurant
nhà tuyển dụng,employer
nhân viên cấp,level staff
bia thủ công,craft beer
đồ ăn việt nam,Vietnam food
biển hiệu,signs
--,--
mái chèo,paddle
thử ẩm thực,try the cuisine
giày tùy,custom shoes
ống,tube
trần an,Tran An
tường thành,Wall
máy quay,camera
lịch campuchia vào,cambodia calendar
dùi cui,baton
lại trường mọi,back to school
khu chợ ẩm thực đường phố,street food market
nghệ sĩ trẻ,young artist
kỹ năng leo núi,climbing skills
sơn móng,nail polish
phản hồi,feedback
cường,strong
đi bộ xuyên,walk through
người hướng dẫn viên,tour guide
hóa chất,chemistry
tiếng nhạc,music
chân và mát-xa,foot and massage
vải nhập khẩu,imported fabric
thung lũng xanh mường hoa,Muong Hoa green valley
hai tuần,two weeks
đồng bằng sông cửu long địa đạo củ chi,Mekong Delta Cu Chi Tunnels
lịch sử văn hóa ẩm thực,culinary culture history
thả lỏng,relax
chuyến đi 3,trip 3
đậm nét truyền,bold tradition
pink,pink
dịch vụ mát-xa spa còn,Spa massage services are also available
chuyến đi cho,trip for
mạch truyện,story line
người miền,region people
khẩu phần,Ration
sóng gió,waves
gallery,gallery
bia cocktail,bia cocktail
trung tâm triển lãm,exhibition Center
rạp hát,theater
hãng hàng không,Airlines
năng lượng vô biên,boundless energy
chế biến thực phẩm,Food Processing
tiêu chí,criteria
pho tượng,colossus
cạm bẫy,Trap
tour xe buýt,bus tour
quà,gift
áo sơ mi lụa,silk shirt
khoảng nhiệt,thermal range
shisha,shisha
đợt bán hàng,sales session
rừng rậm nhiệt đới,rainforest
ngôi sao,star
sản phẩm tươi sống,fresh produce
làng kim long,Kim Long village
trang trại thanh,bar farm
ẩm thực truyền thống,traditional cuisine
ăn dứa,eat pineapple
sau 3,or 3
quần áo 2,clothes 2
loại thuyền,boat type
bia tươi địa,local fresh beer
bánh kẹo hạt vừng,sesame seed candy
nông dân ăn uống,farmers eat
nhà thờ dinh,palace church
văn hóa thiên nhiên,natural culture
mát nước,cool water
ren,ren
lớp men hóa,enamel layer
shabby,shabby
cánh đồng san,san fields
du thuyền vega,vega cruise
mù mịt,dark
núi trek,mountain trek
giấy chứng nhận,certificate
lái xe bấm,drive click
tour du lịch sông,River tour
nhà điều tra,investigator
ngày trekking,trekking day
cảnh quan dân tộc,ethnic landscape
sóng,wave
gội đầu,head washing
quán bún chả,bun cha restaurant
chuyến đi một đêm,one night trip
sách công thức nấu ăn,recipe book
tour du lịch chuyến bay nội,domestic flight tour
hoàng đế lý thái tổ,Emperor Ly Thai To
bông hoa sen,Lotus
bộ áo -,suit -
xuất xứ,origin
rau cá thịt,"vegetables, fish and meat"
chuyến đi bằng thuyền,boat trip
hợp,fit
sợi tơ,silk thread
ngọ môn,Noon Mon
âm nhạc ướp,marinated music
chuyến đi đông dương,Indochina trip
hợp phanh,brake combination
văn hóa ẩm thực địa phương,local culinary culture
tuan,tuan
thức ăn chúa,God food
cặp vợ chồng,a couple
sản phẩm lụa nguyên chất,pure silk products
nhân viên mát-xa tuyệt vời,Great masseuse
bánh xèo vịt,duck pancakes
di sản nếm,Tasting heritage
thom,thom
chiếc váy công sở,office dress
món phở địa phương,local pho dish
khứ hồi,round-trip
người có,persons
chương trình ca múa nhạc,Entertainment show
i tour,i tour
trạm lừa đảo,scam station
sản vật,produce
phi thường,extraordinary
chất liệu lụa,silk material
tường gạch,brick wall
trang phục dân tộc,national costume
rào,fence. fence
cây điều đồn điền,cashew plantation
than hoa,charcoal
hướng dẫn viên bac,bac tour guide
bánh cuốn bánh cuốn,banh cuon banh cuon
tour bơi lội,swimming tour
this,this
đồ trang sức đồ gốm,ceramic jewelry
nghề gốm sứ,ceramic craft
bùn đó,that mud
đương đại,nowadays
khu thú cưng trường đại học chùa,Pagoda university pet area
thiên nhiên hoang dã,wild nature
tắm mưa,rain showers
bãi biển an,An beach
dép,sandal
bộ lạc,tribe
làng xanh,green village
khuong nguyen,Khuong Nguyen
trang trại caco,cocoa farm
mái,roof
hàng buồm,row of sails
hoạt động đi bộ đường dài,hiking activities
cocktail kiểu cũ,Old fashioned cocktails
chợ hoa ngắm nhìn,flower market to see
chuyến du lịch xuyên,cross travel
tour xe jeep,tour xe jeep
trang phục dân gian,folk costumes
tác phẩm thêu nghệ thuật,artistic embroidery work
điểm dừng nông nghiệp,agricultural stop
cây cầu biên,border bridge
quần áo hành lý,clothes luggage
cổ nhẹ,light neck
dây cáp,Cable
trang trại nuôi tôm,shrimp farm
ly bia,Glass of beer
hành trình hợp,suitable journey
phí,fee
khăn giấy,tissue
bar,bar
nhà dân dân tộc địa phương,local ethnic homes
chuối thịt bò xiên,banana beef skewers
nhà khai thác,operator
lịch sử thời gian,time history
xe đẩy,cart
ngôi nhà có,the house has
nhà giáo dục,teacher
cắm trại,camp
núi thung lũng,valley mountains
thị hoa,flower market
sự kiện quốc tế,international events
bữa ăn ấn độ,Indian meal
bánh khoai môn,taro cake
đồn điền trái cây sản xuất tơ lụa,Fruit plantations produce silk
màu xanh lá cây,green
quan lại triều nguyễn,mandarins of the Nguyen Dynasty
đồ chạm,marble
tour tre,tower
đồ ăn chỗ ở,food and accommodation
ba na hills,I don&#39;t belong to the hills
ngũ hành sơn v,Marble Mountains
vậy,So
hành trình trăng mật 4,honeymoon journey 4
thiết bị lướt ván,windsurfing equipment
ngựa trắng,White hourse
chương thông thạo,chapter proficiency
mì giòn,crispy noodles
điểm nóng du lịch,tourist hotspot
đồ cổ,antique
món bún bò huế,Hue beef noodle dish
xưởng sản xuất ren,lace factory
bóng rộng,wide shadow
dịch vụ mát-xa ở việt,massage service in Vietnam
nhà pha chế,mixologist
tuần lễ,week
cựu chiến binh già,old veteran
cửa hàng nhỏ,small shop
ngôi nhà tưởng niệm,memorial house
khách sạn khổng lồ,giant hotel
tay đua xe máy,motorbike racer
cuốn sổ thông báo màu,color bulletin board
chơi nhạc điện tử,play electronic music
khu xây dựng khổng lồ,Huge construction site
tô xe máy,motorcycle
nháy,blink
mùi keo,glue smell
chuyến tham quan địa phương,local tour
ly cà phê trắng,white coffee cup
tắm ken,take a shower
tiệm mát-xa mà tôi,massage parlor that me
đồ ăn cabin,cabin food
trung tâm văn hóa sa đéc,Sa Dec cultural center
tẩu,pipe
khởi đầu,start
thuyền viên thuyền rồng,dragon boat crew
thai nhi,fetus
rau theo,rau theo
nghiệm tuyệt,great experience
túi chống thấm nước,waterproof bag
thịt cơ,muscle meat
mảnh san hô,piece of coral
đầu lớp,top of class
sinh vật phù du,plankton
sắm xung,shop around
biểu diễn âm nhạc,music performance
dịch vụ huyền,legendary service
lĩnh vực may,garment sector
café,café
dịch vụ đá nóng,hot stone service
tây nguyên,Highlands
tình nguyện viên,volunteers
cầu vàng làng pháp,French village golden bridge
giới,gender
sim,sim
hải quan,custom
rửa xe,car wash
miệng caramen,caramel mouth
phi công,pilot
xuất bia pasteur,pasteur beer production
nghề nghiệp,job
hơi,a little bit
tạp hóa,grocery
thụ,receiver
hào,moat
tay nghề tỉ mỉ,meticulous workmanship
cửa hàng lặn,dive shop
mít khô,dried jackfruit
tam cốc -,Tam Coc -
instead on,instead on
thuyền chợ nổi,floating market boat
chai rượu,alcohol bottle
cô,Miss
đông nam á,Southeast Asia
cây thánh giá,cross
mani,mani
cuốn sách,book
món rán,fries
chuyến du ngoạn đồng bằng sông cửu long,Mekong Delta trip
dẫn viên du lịch giỏi,Good tour guide
hoạt động ngoài,outside activities
bánh mì việt nam,Vietnamese bread
cái bẫy,trap
chuyến di chuyển,travel trip
xe có,car has
dáng trải nghiệm,form of experience
bún kẹo,candy noodles
lana,lana
hướng nghệ thuật,art direction
địa điểm ngắm,viewing location
chính trị,politics
và dịch,and translate
vũ trụ,universe
cổng ngọ,Noon Gate
văn hóa truyền thống,Traditional culture
vùng đồi,hilly area
​​dân làng,villager
môn thể thao dưới,sports below
xe đạp moto,motorbike
sen tắm,Shower
ca hát truyền thống,traditional singing
suối tiên,fairy stream
bức tường tử,wall of death
chi phí,expense
chuyến đi đà nẵng,Da Nang trip
quán lụa,silk shop
đồ uống có,Drinks available
thác đỗ quyên,Rhododendron waterfall
dây đai,straps
na trang,Na Trang
người phục vụ,servants
xăm lông mày,tattooed eyebrows
sông thu,autumn river
bữa tối qua,last night&#39;s dinner
đồ đi,Go away
du lịch ẩm,wet tourism
ba đĩa,three discs
đôi sandal,sandals
hoạt động chuyển tiền,money transfer activities
văn hóa thói quen,habit culture
xèo tôm,shrimp sizzle
quan lại,functionary
rau củ giòn,Crispy Vegetables
lớp học thử,trial class
bưu kiện,parcel
đài thiên văn,Observatory
loại cocktail ngon,delicious cocktail
chủ quán,innkeeper
da giả,imitation leather
con bướm,butterfly
di tích chùa,temple ruins
tràng an -,Trang An -
chuyến phiêu lưu bằng xe,car adventure
làng núi,mountain village
đầu bếp dày,thick chef
bức tranh nghệ thuật,art painting
văn hóa việt nam,Vietnamese culture
cái nhìn,a look
sến sẩm,cheesy
tài liệu,document
chú chó mà milu,The dog is milu
khăn thiên,natural scarf
cống dẫn nước,aqueduct
ngô chiên,fried corn
di sản unesco vịnh,unesco heritage gulf
giá thuê,Rent cost
người dẫn dắt,guides
thời tiết xấu,bad weather
chợ ấn độ,Indian market
tàu chậm,slow train
sen nước nóng wifi,wifi hot water shower
rượu thủy tinh,glass wine
bếp bể chứa nước,water tank stove
đĩa ấm,warm plate
chua nóng,hot and sour
cơm bánh xèo,Banh Xeo rice
bộ đồ đó,that outfit
quần áo công sở,office clothing
trải nghiệm nghệ thuật,experience art
bãi biển anbang,anbang beach
xe đạp đó,that bike
rau trà quế,cinnamon tea vegetables
đài tưởng niệm,monument
tâm dù,mind though
ngôi làng thợ dệt,weaver village
cả rượu,even alcohol
spa hợp,suitable spa
khoai tây chiên phô mai,cheese fries
phương pháp điều trị mụn,acne treatment methods
cuộc sống hoang dã,Wild Life
chất lượng bộ đồ,suit quality
địa điểm nước uống,drinking water location
da mềm,soft leather
phương tiện truyền thông xã hội,social media
bức tường dày,thick wall
lịch trình đón hàng,pickup schedule
tôn kính,respect
loại hạt,seed type
đường bộ,Road
hoa từ,word flower
địa danh quân sự,military landmark
tour du lịch địa phương,local tour
chuyến đi đà lạt,Da Lat trip
chuối chiên kẹo dừa,Fried banana with coconut candy
buổi biểu diễn ban đêm,night show
đêm nhạc,music night
từ thuyền,from boat
thể thao lướt ván tập thể dục,Surfing sport and exercise
tòa nhà ấn tượng,Impressive building
vực ăn uống,dining area
chào tim,hello tim
bai ta long,bai ta long
cả voọc,even langurs
tác phẩm thủ,prime works
sự kiện giới tính,gender event
bia ấm,warm beer
món thạch,jelly dish
điểm đến du lịch,travel destinations
hành hương,pilgrimage
bánh bao nếp nhân mè,Sesame Steamed Buns
giá thì,price then
hương đào,peach flavor
vẫy,waving
siêu thị vô trùng,sterile supermarket
quấn đồ playsuit,Wrap in playsuit
chờ tạnh,wait for it to stop
dịch vụ lái xe,driving service
any,any
nhà thờ nhìn,church view
áo sơ mi nam,men&#39;s shirts
giáo sư âm nhạc,music master
trang trại ruộng,field farm
khu di tích,relic
bánh xe điện,electric wheel
nước ép,juice
trục,axis
tiệm spa,spa salon
tranh vẽ,paint
nhãn dán,sticker
chuyến đi thử đồ,fitting trip
khu dân cư địa phương,local residential area
địa chất,Geological
còn hàng,stocking
váy suông dài,long sundress
lý tàu hà,ship management
tác phẩm thêu lụa,silk embroidery work
phương pháp mát-xa toàn thân bằng dầu,Full body oil massage method
lớp học nấu ăn vô số,countless cooking classes
thợ cắt tóc,hair dresser
bữa hải sản,seafood meal
hoạt động phòng,room activities
trang sức đồ sứ quần áo đồ chơi,"jewelry, porcelain, clothes, toys"
quần áo mới,new clothes
giá đặt,set price
vườn ở chợ,market garden
